D1	D2	RR	direction_yes_no	p5years	p.value.direction	AGE_AT_D1	counts	female_counts	CODE_DIFF_DAYS	death_counts
G35	G53	11.4652	1	1.15359385962358e-253	2.88276e-12	nan	nan	nan	nan	nan
G35	G82	7.44465	1	0	4.286836e-30	18842.01	139	82	671.63	45
G35	H57	3.03501	1	0	3.132829e-41	13121.53	354	232	744.06	nan
G35	J09	1.59794	1	5.42798473585929e-12	5.043741e-08	nan	nan	nan	nan	nan
G35	J13	1.6579	1	3.42688725956758e-24	5.903402e-08	19288	34	nan	787.26	nan
G35	J15	2.48795	1	0	9.710876e-190	19955.07	275	160	840.15	149
G35	J18	2.19577	1	4.94065645841247e-324	5.487754e-299	20544.21	1163	629	692.35	650
G35	J20	1.98526	1	1.31781452082019e-115	2.692346e-14	18902.71	103	63	640.31	43
G35	J22	2.87864	1	1.87058467052342e-237	1.111092e-37	22834.43	21	nan	640.71	nan
G35	J69	9.26568	1	0	1.35884e-104	19031.69	62	30	773.6	40
G35	J81	1.55842	1	2.50841500028515e-27	1.886213e-24	23440.31	45	24	721.78	nan
G35	J96	1.82695	1	4.94065645841247e-324	8.093003e-153	20503.28	240	148	725.88	155
G35	K02	1.283	1	8.68564908375264e-13	1.317197e-15	17440.45	71	37	940.01	27
G35	K59	1.72383	1	4.94065645841247e-324	2.53638e-172	18531.69	614	385	751.38	146
G35	L12	4.13213	1	3.92346919903842e-62	2.815796e-09	nan	nan	nan	nan	nan
G35	L89	12.6868	1	0	2.318052e-145	21053.24	405	236	663.45	250
G35	L97	1.40056	1	4.65797700605575e-36	4.321322e-39	23143.11	80	45	853.08	37
G35	L98	1.25718	1	6.39606743058737e-16	1.763447e-32	19030.67	95	63	881.85	26
G35	M80	1.27021	1	6.00264193085015e-21	1.05144e-46	23694.66	95	nan	730.38	24
G35	M81	1.4295	1	6.15774202365782e-156	1.500281e-148	20268.82	308	232	824.7	48
G35	M85	1.1476	1	3.85722857347083e-10	2.501305e-64	16928.45	157	121	822.66	nan
G35	N10	3.08344	1	0	1.782775e-38	18103.21	141	86	801.05	41
G35	N12	1.87176	1	1.28447454895888e-35	2.364256e-11	15572.74	27	nan	774.37	nan
G35	N20	1.14663	1	1.17527659926604e-13	9.654464e-21	18040.29	158	80	930.26	42
G35	N21	11.9383	1	0	4.120096e-47	20263.66	95	46	782.72	34
G35	N31	19.1633	1	0	2.550361e-264	16960.84	974	608	734.76	99
G35	N32	2.18742	1	1.40328632687422e-83	7.091483e-10	18594.77	71	44	827.58	nan
G35	N35	1.48749	1	2.16828722209117e-16	1.430328e-07	16896.5	30	nan	757.63	nan
G35	N39	4.21303	1	4.94065645841247e-324	0	19053.11	980	676	802.18	267
G35	N48	1.83305	1	3.74492153180298e-63	1.215107e-08	15890.17	149	0	689.67	nan
G35	N95	1.15644	1	7.71079211718659e-10	1.375848e-36	19901.5	146	146	832.31	nan
G37	A41	1.69772	1	5.16196035623336e-22	9.156548e-20	21136.62	144	65	608.83	73
G37	G35	40.4074	1	0	9.000243e-111	14550.77	2135	1425	336.65	79
G37	H57	3.66394	1	1.01461679058402e-48	1.603301e-09	12380.28	113	74	611.56	nan
G37	J15	1.59805	1	6.59793672691112e-14	5.572555e-15	18931.78	116	55	699.47	61
G37	J18	1.31106	1	3.85019339377873e-13	8.94825e-11	19892.4	281	135	613.39	148
G37	J69	3.97315	1	3.52089721745302e-25	3.036697e-08	21074.08	39	nan	548.13	nan
G37	J96	2.00288	1	2.02413745024515e-39	2.426404e-08	19530.74	146	76	436.88	94
G37	L89	6.73146	1	1.60773738517127e-122	3.296342e-13	20372.27	90	45	604.3	43
G37	N30	1.99166	1	2.08788949966332e-63	5.907551e-10	18544.95	305	189	593.68	72
G37	N31	11.7388	1	0	1.150167e-29	15867.74	263	141	598.68	21
G37	N32	2.78302	1	1.02461471656059e-11	1.285786e-07	19089.24	29	nan	641.76	nan
G37	N39	2.09013	1	1.74792973666049e-64	2.454219e-27	18188.39	272	185	704.94	63
G40	A04	1.32874	1	7.72334969634032e-52	3.062406e-54	23020.58	601	291	661.97	331
G40	A40	1.33827	1	1.67157135085451e-19	8.580401e-12	18808.67	227	87	590.13	126
G40	A41	1.3635	1	4.94065645841247e-324	0	23189.37	3446	1403	612.77	2259
G40	A49	1.45335	1	4.32948723861369e-227	2.30963e-121	21275.59	1440	577	601.43	728
G40	B36	1.4923	1	4.23217042718443e-18	2.272298e-09	16460.12	100	38	772.21	35
G40	B37	1.24789	1	8.69767403867814e-34	7.74062e-17	19906.67	628	301	589.66	357
G40	B96	1.8836	1	2.61745497013914e-93	2.094367e-18	21243.68	168	61	685	91
G40	D50	1.12505	1	3.65140633561801e-16	4.832058e-50	22373.28	986	528	662.74	489
G40	D52	2.29653	1	3.93729983491729e-50	1.385472e-09	23609.85	82	39	576.04	39
G40	D64	1.13022	1	1.09483788920176e-50	3.868464e-120	24189.85	2943	1411	637.4	1769
G40	E03	1.20596	1	1.46195883256238e-51	1.581012e-07	21259.82	1005	774	524.35	371
G40	E41	1.75328	1	4.12939754445396e-42	2.422769e-22	25386.85	96	46	661.98	57
G40	E55	1.52333	1	1.328647312912e-73	9.696539e-28	23016.1	415	235	564.51	176
G40	E64	1.8019	1	1.53807054044607e-160	3.412396e-31	19616.38	391	191	607.82	201
G40	E86	1.84457	1	9.88131291682493e-324	7.607128e-278	23177.46	4625	2389	610.12	2895
G40	E87	2.40852	1	4.94065645841247e-324	9.960775e-143	22995.87	3136	1659	516.38	1517
G40	F01	4.47774	1	0	9.363241e-23	27421.69	929	431	526.76	607
G40	F03	3.11211	1	4.94065645841247e-324	2.074799e-48	27209.92	2814	1401	514.53	1944
G40	F05	2.26426	1	0	2.964973e-47	25247.33	966	375	506.79	588
G40	F06	4.67916	1	0	2.146121e-22	20418.03	603	273	526.01	204
G40	F33	1.72659	1	1.1872698672098e-298	2.219096e-30	21448.33	1039	643	562.28	352
G40	F40	3.47622	1	2.87434512156954e-175	1.832558e-12	15166.33	97	47	668.92	nan
G40	F41	1.3871	1	1.42418012328964e-119	7.369582e-87	17819.34	1074	591	587.09	428
G40	F43	1.54379	1	1.01203700927916e-152	1.589391e-27	12104.89	764	445	531.62	129
G40	F44	13.2938	1	0	5.434658e-75	11905.8	855	616	505.31	48
G40	F45	2.528	1	5.22744802842461e-316	1.347118e-10	12893.27	310	212	531.4	40
G40	F60	1.87998	1	9.24552113521554e-135	2.118162e-16	13442.03	298	182	688.28	53
G40	F70	11.9885	1	0	1.191316e-28	7995.5	647	302	523.7	43
G40	F71	15.8901	1	0	4.452836e-11	8513.93	490	225	508.64	37
G40	F72	19.2492	1	0	9.420693e-22	8227.79	567	243	514.88	69
G40	F73	21.1873	1	0	2.707503e-08	8425.93	321	147	480.73	64
G40	F78	15.552	1	0	5.543959e-09	12495.26	97	44	370.04	23
G40	F79	14.3788	1	0	7.423648e-62	9166.59	1235	559	533.67	171
G40	F84	9.56378	1	0	1.217383e-17	5323.8	688	250	468.97	29
G40	F89	14.3547	1	0	2.344174e-10	13547.76	67	28	535.03	nan
G40	F90	3.25357	1	0	4.667125e-13	3901.39	531	154	559.86	nan
G40	G24	2.9463	1	0	2.615874e-22	13834.32	337	172	615.96	59
G40	G31	4.84333	1	0	5.889137e-14	20817.4	814	307	447.5	384
G40	G41	30.344	1	0	7.511027e-109	16175.57	3323	1548	408.23	1230
G40	G44	1.24564	1	3.08349463605844e-45	1.087299e-21	13224.72	914	528	574.68	80
G40	G62	1.41777	1	1.407321429686e-104	8.595445e-13	20759.34	805	261	574.52	257
G40	G82	5.14129	1	0	4.081683e-09	8041.68	1082	444	541.67	267
G40	G96	5.30362	1	0	1.428228e-49	18008.57	3782	1794	326.7	1026
G40	G98	4.63338	1	0	2.852501e-13	13675.44	1650	763	268.33	268
G40	H47	6.25989	1	0	1.613059e-33	7397.84	512	227	554.29	84
G40	H48	9.74022	1	0	1.555011e-13	4034.35	150	63	549.81	26
G40	H52	2.73405	1	0	1.947665e-61	6976.92	1262	636	642.66	86
G40	H53	2.94976	1	0	7.539769e-27	13782.04	1294	616	584.98	247
G40	H54	4.79834	1	0	8.216486e-28	11434.41	699	343	564.83	191
G40	H55	4.75406	1	0	1.364472e-09	6386.83	154	60	624.53	nan
G40	H57	1.70844	1	3.00307813192458e-199	8.927705e-82	9285.46	620	287	629.11	61
G40	H92	1.44046	1	3.45654819500873e-16	4.008548e-11	8608.69	96	42	777.55	nan
G40	I40	3.94147	1	1.3484833103181e-213	1.53976e-14	22314.91	111	57	472.02	50
G40	I46	1.54132	1	3.53020014464749e-157	2.170593e-127	20855.3	971	337	556.45	805
G40	I95	1.46572	1	1.40127776204937e-113	6.658719e-25	23863.96	907	424	576.45	419
G40	J03	1.26133	1	3.0919659288627e-74	1.352839e-07	4349.93	1072	507	676.76	50
G40	J06	1.96737	1	0	1.340798e-43	4827.47	711	325	648.21	97
G40	J09	1.49034	1	5.93779348555459e-23	3.396032e-33	15959.63	103	42	704.77	21
G40	J10	1.53953	1	3.43650554781307e-33	8.046844e-27	13578.07	136	61	703.06	30
G40	J13	2.182	1	3.55967894534885e-243	7.427511e-12	15553.62	348	148	640.74	163
G40	J15	1.87768	1	4.94065645841247e-324	0	22066.07	3422	1351	618.6	2170
G40	J16	2.10037	1	2.10929753908184e-72	2.143773e-11	18411.32	141	60	653.82	88
G40	J18	1.7242	1	9.88131291682493e-324	1.324111e-288	21373.39	10211	4279	591.19	5933
G40	J22	1.74802	1	6.74624261381659e-140	8.744979e-46	22740.05	360	139	735.28	224
G40	J69	5.59958	1	0	1.298514e-152	21657.18	1153	395	563.33	781
G40	J81	1.29959	1	4.54128623234486e-34	2.629242e-65	25775.1	625	270	639.42	523
G40	J96	1.68284	1	4.94065645841247e-324	1.888777e-233	20405.57	3229	1368	543.01	2054
G40	J98	1.23731	1	6.41872548677062e-31	6.715833e-08	16727.6	513	216	629.07	231
G40	K02	2.33218	1	0	6.263003e-21	11994.85	847	349	802.73	190
G40	K08	1.29961	1	7.78180782598817e-35	1.937865e-22	16797.73	353	172	829.66	102
G40	K59	1.2136	1	5.64551164761388e-193	2.568924e-196	18275.44	3980	2024	661.57	1669
G40	K71	1.58935	1	2.71024087717052e-42	5.317661e-10	18515.47	237	106	561.07	105
G40	K92	1.36888	1	3.04197021170939e-200	8.321337e-58	21360.09	1957	752	705.65	1113
G40	L08	1.33167	1	6.29343058811995e-99	4.976249e-46	14350.45	921	393	777.54	220
G40	L21	1.8615	1	1.94584080517571e-69	5.6157e-08	18300.48	197	57	583.3	59
G40	L27	2.78154	1	1.31553240427498e-187	1.051587e-13	16546.94	297	146	296.49	85
G40	L30	1.18934	1	7.22751381580256e-21	9.056045e-35	17876.24	620	294	735.18	182
G40	L89	1.73793	1	3.97950131418014e-227	1.039627e-62	23107.95	813	362	613.93	525
G40	M21	1.33499	1	1.18526197672593e-52	1.021993e-24	13052.25	518	282	826.13	66
G40	M24	1.23412	1	4.53991803160072e-32	9.985088e-25	12247.42	555	220	775.94	63
G40	M41	2.85225	1	0	3.646456e-56	7175.02	515	288	814.55	55
G40	M80	1.41423	1	1.18868554664929e-144	2.358283e-53	25504.57	950	633	617.06	434
G40	M81	1.31459	1	2.00754792204674e-208	4.095912e-122	24160.79	1785	1191	667.47	655
G40	M84	1.24313	1	2.44535025509868e-14	2.771905e-14	18050.3	181	83	820.96	53
G40	N30	1.64348	1	9.88131291682493e-324	1.229768e-103	23346.34	6037	3592	579.4	3192
G40	N39	1.65586	1	4.94065645841247e-324	4.899235e-197	23458.84	4383	2515	625.14	2254
G40	Q65	2.21774	1	1.45896390693676e-279	4.75971e-09	4408.14	228	121	858.76	24
G43	E55	1.46923	1	1.36937996106388e-15	7.097342e-16	16488.69	220	197	654.88	nan
G43	E78	1.45354	1	1.92666619899458e-115	6.863582e-76	20087.77	1864	1220	540.14	96
G43	F32	1.8782	1	1.13530738850422e-145	2.517845e-15	17090	957	747	521.1	132
G43	F33	2.00864	1	1.5475702299882e-135	1.40568e-30	17072.77	677	584	557.88	63
G43	F41	1.32461	1	8.51303843813466e-24	6.506826e-26	14833.91	647	519	556.76	67
G43	F43	1.58385	1	2.7271860165489e-61	2.328002e-13	12705.51	783	586	590.45	23
G43	G96	2.4993	1	2.01362466863041e-254	8.186004e-19	15403.3	954	683	444	38
G43	G98	1.77778	1	1.49167724979653e-36	1.85865e-22	12937.8	337	246	579.17	nan
G43	H57	1.73126	1	7.07510995026774e-62	1.714355e-09	12475.26	676	476	472.74	23
G43	H93	1.29173	1	9.98877791141074e-18	1.674517e-07	17297.94	607	399	737.82	23
G43	I10	1.41303	1	2.87944744466333e-264	9.225839e-61	19437.07	4272	3157	478.59	295
G43	I63	1.98153	1	2.64194106839304e-179	7.499553e-25	19886.34	1106	726	425.49	141
G43	I69	1.92753	1	3.92718080824617e-210	4.969743e-72	20777.31	1163	779	503.07	183
G43	K21	1.17594	1	3.49041401670129e-13	4.211556e-08	15823.79	1066	775	769.55	32
G43	M50	1.42475	1	4.43608708102206e-36	9.248686e-11	16342.79	716	541	706.65	nan
G44	E23	1.6183	1	2.45805523708671e-23	4.758344e-08	14278.83	207	146	519.95	nan
G44	E55	1.71055	1	9.30344671317349e-27	1.151038e-08	16105.5	276	219	693.23	29
G44	E78	1.26174	1	8.89260143391678e-42	3.173244e-28	20447.72	1590	930	718.77	138
G44	F06	1.70849	1	1.07512946751184e-13	2.517765e-09	18208.4	128	78	627.84	21
G44	F33	2.17518	1	1.50067614931149e-141	1.53436e-23	17918.29	659	496	614.05	71
G44	F41	1.40344	1	2.28302026450704e-28	1.041796e-18	16471.65	685	480	563.41	102
G44	G47	1.30709	1	3.40989794853898e-37	9.576308e-59	16781.55	1161	513	678.56	85
G44	G98	1.55217	1	7.29382306744015e-17	5.447258e-12	14199.48	243	165	641.37	nan
G44	I95	1.37231	1	1.16972216721402e-10	6.92484e-11	20678.35	294	198	634	60
G45	D32	1.61111	1	8.43088961765585e-39	7.191546e-09	25129.14	428	284	267.32	101
G45	D68	2.1509	1	4.42759515488798e-206	3.805321e-86	19390.1	1206	590	367.49	173
G45	E53	1.59606	1	4.74695465092988e-32	1.567829e-26	27048.14	412	223	561.58	189
G45	F00	1.22004	1	2.69261623780062e-20	3.091068e-242	29064.38	1192	682	697.72	693
G45	F01	2.27481	1	1.49023357276759e-298	2.956237e-237	28483	1347	627	649.81	915
G45	F03	1.34227	1	3.24900479439453e-142	0	29284.8	4378	2383	626.06	3228
G45	F06	1.46597	1	3.29461579846433e-26	3.439643e-55	25358.46	467	219	616.17	174
G45	F32	1.16701	1	3.40302636511954e-28	1.809992e-88	26632.7	2853	1615	579.73	1448
G45	G30	1.36346	1	1.03629473187166e-32	1.433405e-149	28927.39	843	448	652.84	486
G45	G31	1.55721	1	1.4261851149514e-40	1.371012e-45	26881.59	573	234	548.61	303
G45	G40	2.13848	1	4.94065645841247e-324	7.721994e-105	25228.89	4957	2215	439.97	2112
G45	G41	1.49137	1	4.32092201311462e-16	9.866227e-26	24501.47	268	110	581.21	154
G45	G81	1.72567	1	1.33134245927264e-23	1.478197e-09	23926.22	240	105	577.08	103
G45	G91	1.3188	1	4.6175083270401e-14	4.873964e-11	25433.67	361	142	591.57	164
G45	G98	2.17294	1	1.13227055033404e-102	8.1346e-36	23694.13	634	313	399.77	103
G45	H35	1.10962	1	3.74699947248767e-17	7.53575e-11	27159.64	3122	1683	734.99	976
G45	H54	1.48072	1	1.38365190059553e-35	3.091951e-15	26258.37	592	310	534.74	241
G45	H57	1.45983	1	6.24134221947657e-31	2.62889e-14	23839.99	623	329	445.45	95
G45	I35	1.12451	1	1.26494914247197e-26	7.022436e-198	26667.94	3441	1566	586.65	1201
G45	I48	1.15855	1	1.7326144296239e-178	3.751917e-14	27495.34	12178	5620	486.09	5403
G45	I49	1.19244	1	1.2683122335266e-39	2.76347e-20	26099.72	2756	1251	564.3	903
G45	I61	1.82851	1	1.89204377148082e-255	2.402568e-125	26445.06	2236	979	579.06	1374
G45	I63	3.15818	1	4.94065645841247e-324	2.656422e-37	25410.98	13686	5856	341.09	4582
G45	I65	11.6773	1	0	2.390707e-15	24695.33	6177	2240	146.7	1207
G45	I67	4.17929	1	0	1.409255e-17	25208.99	1934	967	331.12	669
G45	I68	4.76846	1	4.79907831012501e-58	2.421066e-08	25305.8	71	35	534.21	nan
G45	I69	3.25571	1	4.94065645841247e-324	0	25997.5	18818	8390	422.21	7323
G45	I70	1.16278	1	1.64989615279424e-52	4.428199e-16	26125.77	4354	1834	629.64	2200
G45	I73	1.18075	1	3.17838977862041e-35	8.444319e-65	25243.46	2287	823	711.5	776
G45	I95	1.29192	1	1.18662552847569e-45	1.621061e-141	27364.19	1769	843	617.12	830
G45	Q21	5.02794	1	1.68654689832743e-290	1.284076e-15	17758.51	418	165	216.45	20
G46	F01	3.15817	1	1.25678068677682e-18	2.75679e-08	26467.09	55	28	536.71	nan
G46	I69	5.55554	1	0	3.399974e-29	24326.9	1061	446	379.2	396
G47	E68	2.48088	1	3.22361222344061e-95	1.124162e-09	15663.41	273	172	949.45	nan
G50	E78	1.18541	1	1.78936567218239e-12	1.364054e-10	23072.52	484	287	728.96	69
G50	E86	1.44565	1	2.11322938276996e-45	7.476469e-62	27315.63	456	317	718.45	279
G50	E87	1.80974	1	3.23863620597044e-79	1.596677e-31	25996.79	304	226	596.82	116
G50	F03	1.30992	1	6.7900500804338e-10	4.237886e-44	28772.85	164	113	718.92	106
G50	F05	1.88946	1	6.50952306198578e-25	5.264315e-29	27840.4	82	45	819.01	56
G50	F33	1.60126	1	3.15626992778087e-18	2.195873e-10	22367.08	102	nan	695.62	26
G50	G30	1.73474	1	4.01762784365979e-12	1.492102e-18	27887.58	45	nan	820.71	20
G50	G53	68.9531	1	0	1.972796e-12	20025.59	113	76	460.79	nan
G50	I63	1.48596	1	6.95579321063059e-36	1.109882e-08	25943.95	347	212	611.87	127
G50	I69	1.59439	1	1.5664711049114e-71	4.688632e-13	25506.16	424	254	600.1	190
G50	J69	1.82622	1	1.84259935666791e-12	1.992337e-14	22250.62	29	nan	650.55	nan
G50	K59	1.30283	1	1.74551017567908e-27	7.449708e-20	22956.76	595	393	735.32	191
G50	M81	1.18411	1	3.74850192141798e-10	1.014178e-26	24636.55	355	302	826.89	86
G50	N30	1.4914	1	1.19335831458897e-80	4.456819e-17	24537.75	665	520	724.08	245
G50	N39	1.31367	1	6.22489430491552e-30	3.299475e-32	24436.44	528	398	784.48	194
G51	H02	9.70762	1	0	1.931519e-19	22433.62	1058	554	314.62	233
G51	H57	1.52966	1	2.89670686277923e-14	1.666772e-08	16202.49	175	80	507.8	nan
G51	I69	1.51519	1	2.911738202809e-61	9.076917e-33	24439.01	850	410	564.92	309
G54	G96	3.1219	1	3.04259188568619e-69	6.948275e-08	20597.94	225	106	449.21	51
G54	M47	4.30293	1	0	1.436352e-09	20950.13	875	347	394.57	65
G55	K59	1.43387	1	2.7227609245096e-16	2.791888e-12	23225.65	353	157	555.29	193
G56	E11	1.0779	1	4.81556375274185e-31	9.126482e-21	21845.42	4417	2438	815.33	821
G56	E85	1.81573	1	8.02848624571843e-21	2.727094e-22	22349.43	84	39	756.15	43
G56	G53	2.6641	1	3.99162204077028e-30	9.901828e-10	18993.59	71	41	453	nan
G56	M05	1.12962	1	6.16616094483717e-14	8.917043e-32	21616.39	1079	786	651.96	127
G56	M06	1.30822	1	8.75314453518171e-71	6.240557e-33	21879.69	1493	1075	665.46	179
G56	M10	1.16858	1	3.7075211529938e-17	2.963558e-26	23718.33	1016	322	789.6	283
G56	M13	1.39753	1	1.27460336705049e-70	5.60421e-29	20714.04	1293	801	718.01	131
G56	M15	1.81164	1	4.19070590978869e-178	1.8363e-27	23169.52	1237	981	684.77	148
G56	M18	3.41744	1	4.94065645841247e-324	1.186578e-66	21497.21	2489	2006	480.84	108
G56	M19	1.82592	1	4.94065645841247e-324	3.230878e-168	21351.98	5737	3546	679.89	427
G56	M25	1.33076	1	5.61840111611627e-119	7.654471e-34	17945.81	3212	2234	717.43	138
G56	M47	1.62917	1	4.94065645841247e-324	5.007321e-97	20576.61	4485	2457	669.9	294
G56	M48	1.44189	1	1.20290648777427e-261	1.287073e-186	23302.2	3536	2044	801	393
G56	M50	2.11452	1	0	7.694246e-12	18586.2	3805	2154	564.35	152
G56	M53	1.57306	1	3.66142890464847e-136	4.446956e-13	17904.14	1581	1068	671.41	74
G56	M65	4.10199	1	4.94065645841247e-324	9.753086e-10	19427.65	9822	7095	471.14	374
G56	M75	1.52769	1	9.88131291682493e-324	3.474504e-26	18633.03	9188	5368	708.65	334
G56	M99	1.391	1	2.31850951119329e-42	8.419969e-39	20209.16	873	495	741.34	57
G57	G12	2.47112	1	2.22021918120029e-13	3.659684e-09	22707.34	76	37	319.41	53
G57	G96	1.67054	1	2.53892826900879e-20	8.103147e-13	19980.79	241	131	617.76	35
G57	M48	1.81422	1	1.24658611576118e-73	1.985163e-25	23216.11	776	410	638.73	89
G60	A49	1.67203	1	3.77547452891001e-11	2.293397e-09	22700.31	72	24	758.25	25
G60	F05	2.38248	1	2.46823606833206e-14	5.193593e-08	25959.89	35	nan	657.4	nan
G60	J96	2.41818	1	5.44214481671965e-85	5.971964e-21	22009.52	176	66	662.07	106
G60	L89	3.87357	1	1.67106943636343e-52	5.081718e-10	25315.11	65	24	615.37	38
G60	N30	1.38521	1	7.69623779669477e-14	1.097682e-07	24316.96	245	126	694.59	108
G60	N39	1.48751	1	5.82918690468658e-17	1.118302e-12	24221.02	208	106	733.48	91
G61	A41	1.40896	1	5.73116232858083e-36	9.320244e-12	22976.38	261	99	480.03	136
G61	L89	1.62714	1	1.49555108783818e-13	2.382366e-08	23256.29	90	31	493.64	46
G61	M81	2.05432	1	1.67263336593403e-123	7.348647e-12	24013.18	140	91	755.61	38
G61	M85	1.79822	1	1.71110950126658e-27	3.225176e-08	21706.3	69	35	680.96	nan
G61	N39	1.34171	1	6.06981977930018e-25	1.193144e-17	23094.52	246	123	647.98	96
G62	A04	2.00026	1	2.10719274836341e-87	1.563355e-27	24767.65	475	196	686.93	282
G62	A41	1.47967	1	2.85862332645684e-149	3.868561e-132	24572.18	2377	815	687.88	1478
G62	A49	1.4123	1	8.11369172940446e-47	2.321335e-62	24481.2	919	324	729.35	452
G62	D47	3.56514	1	0	4.949112e-20	25043.41	481	172	334.91	97
G62	D50	1.3411	1	1.85891355641272e-25	3.269418e-12	24982.13	659	305	743.47	291
G62	D62	1.69929	1	6.10676038030318e-42	1.358723e-11	25187.52	371	157	710.57	186
G62	D64	1.33537	1	1.20498773002324e-81	8.281485e-31	25174.06	2134	859	694.27	1182
G62	E41	2.07399	1	2.68531842858935e-22	4.730286e-14	24321.39	113	47	621.5	65
G62	E64	1.9141	1	2.18708778201512e-46	1.442186e-11	23532.76	292	127	620.06	169
G62	E83	1.50441	1	7.39244371476127e-24	1.276722e-08	23733.74	350	175	674.43	163
G62	E86	1.42464	1	3.13146984202467e-118	1.185944e-153	26024.72	2253	983	723.92	1420
G62	E87	1.78801	1	1.48019869783155e-224	8.794981e-63	24397.22	1690	744	678.49	883
G62	F01	1.79948	1	2.48792589742711e-33	7.357674e-28	27041.38	245	92	589.84	133
G62	F03	1.59191	1	4.39940896945285e-79	1.163965e-78	26739.98	921	353	632.44	557
G62	F05	1.92959	1	5.39404026226015e-97	2.239668e-70	26118.47	579	190	679.18	354
G62	G23	3.18464	1	3.19925612627692e-41	1.361646e-09	24666.54	78	22	567.08	39
G62	G60	27.903	1	0	1.040679e-16	21108.93	729	282	408.86	135
G62	G63	13.9998	1	0	1.723394e-14	23054.84	1168	408	343.45	299
G62	I46	1.321	1	1.48050276948752e-16	3.163192e-95	23975.58	522	139	707.88	449
G62	I69	1.58178	1	1.00054776992737e-214	1.626869e-09	25602.98	2152	717	549.53	965
G62	J10	1.69546	1	6.15374859754727e-10	5.933672e-09	23475.23	87	30	673.06	20
G62	J15	1.33842	1	2.12851526192693e-64	3.742395e-116	24867.85	1780	607	722.99	1071
G62	J18	1.31871	1	1.49485780149379e-177	1.304122e-46	25005.61	4400	1554	711	2506
G62	J22	1.40025	1	1.33096452841202e-12	7.527545e-17	25533.82	256	100	730.33	157
G62	J69	1.92311	1	4.23546552845362e-50	1.111921e-53	24463.57	307	81	767.02	215
G62	J96	1.50463	1	1.0321748725311e-144	1.421519e-152	24336.37	2004	767	646.72	1324
G62	K55	1.43479	1	4.40586553665137e-11	3.344413e-08	25092.94	168	85	698.23	89
G62	K59	1.39667	1	1.40112425218167e-123	3.700048e-19	24677.28	2291	992	743.86	1007
G62	K72	3.41377	1	6.05623009556564e-230	4.38082e-30	20379.59	476	150	638.37	350
G62	K92	1.51104	1	9.9474008890345e-75	4.460739e-08	23305.11	1084	343	727.2	613
G62	L89	2.35488	1	1.63320984736912e-160	3.107854e-53	24369.43	581	203	666.72	342
G62	L97	2.08912	1	1.39696005525767e-190	1.803166e-41	24172.62	839	263	738.66	384
G62	M80	1.65003	1	3.14800074080425e-100	7.258739e-23	26943.64	860	550	613.29	356
G62	N17	1.57279	1	7.78807876589948e-49	2.238068e-12	23454.79	670	225	547.52	400
G62	N18	1.24483	1	1.0857669632594e-35	9.195055e-25	25432.63	1116	377	686.82	549
G62	N30	1.48382	1	2.19399834609055e-200	6.492822e-22	25619.29	2766	1365	721.77	1320
G62	N39	1.48673	1	1.18037485577942e-170	1.703458e-54	25755.17	2448	1252	740.09	1117
G63	A41	2.32721	1	4.11211598131863e-126	2.670358e-17	24004.57	590	221	640.24	351
G63	A49	2.25937	1	5.98434574730362e-47	6.137903e-14	23155.63	221	79	665.54	91
G63	E86	1.83258	1	1.39617710451784e-52	3.432995e-22	25864.48	414	173	691.71	277
