D1	D2	RR	direction_yes_no	p5years	p.value.direction	AGE_AT_D1	counts	female_counts	CODE_DIFF_DAYS	death_counts
M80	F00	1.90998	1	8.61828349979637e-319	3.30474e-11	30285.04	1751	1493	462.42	1094
M80	F03	1.49199	1	2.15836598230061e-255	4.553024e-18	30287.2	3850	3197	481.28	2904
M80	G30	1.22996	1	1.29722873932485e-15	1.683545e-31	29881.83	758	629	622.75	456
M80	I46	1.36261	1	2.24527288009173e-33	3.982548e-136	27801.53	831	540	704.62	791
M80	J15	1.58741	1	4.94065645841247e-324	1.380836e-34	28587.15	4482	3144	629.84	3350
M80	J69	1.53386	1	4.10959577306187e-36	1.339124e-37	28186.82	525	312	673.8	425
M80	J96	1.65194	1	4.94065645841247e-324	8.083435e-98	27568.12	4207	3050	642.97	3458
M80	L89	1.64861	1	1.56360989306311e-110	7.251671e-43	28678.12	1122	836	587.45	865
M80	L97	1.34062	1	2.77416251527983e-50	5.817782e-14	28580.36	1185	946	692.92	836
M81	A04	1.35052	1	5.84463341153813e-81	5.498455e-43	27914.07	1653	1273	627.98	1037
M81	A41	1.12565	1	9.64737500832711e-55	5.18627e-201	27552.06	6785	4799	670.6	4707
M81	A49	1.0844	1	5.07314556079904e-12	2.163822e-109	27419.48	2963	2139	679.32	1620
M81	B96	1.37288	1	5.01972664536218e-22	5.522023e-09	26572.29	417	292	672.79	244
M81	D47	1.36183	1	1.31341780814046e-58	4.857568e-10	26593.64	871	632	517.75	205
M81	E41	2.09028	1	2.88618310648203e-135	1.847901e-35	27520.64	533	417	603.58	357
M81	E46	2.27374	1	1.73764065184446e-90	4.169865e-13	27662.97	257	197	610.29	160
M81	E47	2.32248	1	4.05229017548797e-85	6.511054e-09	25193.9	233	192	674.91	135
M81	E64	1.97596	1	6.40124559564551e-246	8.68371e-13	26681.08	1173	911	580.91	750
M81	E86	1.32264	1	9.88131291682493e-324	1.611056e-199	29058.4	11888	9645	610.91	8263
M81	E87	1.3867	1	4.94065645841247e-324	1.208932e-10	27750.02	6640	5442	600.59	3713
M81	F00	1.63421	1	4.94065645841247e-324	6.922159e-165	29780.06	2519	2139	591.86	1387
M81	F01	1.66296	1	2.17649051388003e-148	4.051041e-40	29427.9	1162	895	515.02	750
M81	F02	1.57181	1	2.35136405124489e-31	1.821457e-10	27939.54	263	182	672.47	172
M81	F03	1.36445	1	1.44038108836081e-253	2.046481e-139	29902.97	5194	4286	557.37	3742
M81	F05	1.57858	1	3.48749207901052e-251	6.489346e-95	29614.02	2411	1714	602.23	1599
M81	G30	1.14923	1	3.01931281259505e-15	1.210158e-118	29483.93	1242	1057	665.85	687
M81	I46	1.15325	1	1.94047039084406e-15	6.252225e-253	27013.76	1493	1009	720.35	1408
M81	J09	1.32789	1	9.99326391429561e-13	1.473016e-33	25410.28	250	170	786.52	77
M81	J15	1.4254	1	4.94065645841247e-324	6.271258e-118	27544.06	7323	5189	678.15	4891
M81	J22	2.20651	1	4.94065645841247e-324	1.113495e-17	27397.57	1318	933	682.96	874
M81	J69	1.42587	1	5.97006061915725e-54	6.551512e-80	27659.1	829	507	690.69	654
M81	J96	1.62968	1	4.94065645841247e-324	3.551928e-193	26727.41	7752	5624	665.94	5810
M81	L57	1.36563	1	2.16271136689892e-48	2.122741e-19	26415.65	848	642	775.65	210
M81	L89	1.34313	1	4.03721515172564e-72	5.905645e-101	27832.81	1633	1269	623.04	1163
M81	L97	1.20486	1	2.86253941874537e-42	1.717541e-40	27905.49	1912	1524	731.14	1195
M81	M80	3.59897	1	4.94065645841247e-324	6.660558e-22	27177.2	14268	11796	542.91	5804
M81	M85	2.04174	1	4.94065645841247e-324	9.189103e-17	23101.82	6787	5551	887.47	593
M82	E86	1.70013	1	5.4294573785186e-15	6.324182e-08	25496.35	145	97	811.37	108
M83	A41	1.52172	1	4.27105383682489e-13	2.617516e-20	25337.54	192	111	630.94	139
M83	E86	1.92223	1	3.63580423703871e-47	1.1955e-15	27698.48	318	236	581.49	235
M83	J22	2.765	1	2.06462585008858e-12	3.441159e-09	26719.29	41	21	612.56	nan
M83	K59	1.51064	1	1.28925728558385e-18	2.722255e-08	23817.73	263	192	728.5	122
M83	N18	2.07711	1	7.37198138786448e-33	6.666661e-11	26189.97	144	85	522.2	100
M84	L97	1.48289	1	1.45802563341812e-11	5.198691e-12	23493.16	134	76	766.01	57
M85	I51	1.34058	1	7.71393456332012e-14	9.444543e-20	25117.34	382	262	841.1	105
M85	I95	1.31333	1	3.80850245274251e-18	6.320596e-22	27306.12	623	402	746.08	236
M85	J22	2.09335	1	6.17174681251972e-84	1.540243e-07	25845.34	545	377	809.21	268
M85	M80	1.2977	1	3.49760641841775e-42	1.820455e-60	25983.52	1776	1424	780.18	540
M86	E87	1.53007	1	6.43306511957831e-33	1.333539e-08	24220.66	403	164	628.73	256
M86	F05	1.51819	1	9.62524361464317e-10	1.132822e-07	26115.33	135	47	537.81	91
M87	E86	1.31013	1	1.24282805209617e-10	3.034568e-12	26811.94	308	209	726.11	220
M89	C61	5.05589	1	0	8.769489e-08	25921.58	273	0	326.15	128
M89	C79	2.64961	1	5.11360109639904e-104	3.149232e-97	24466.22	496	219	506.67	436
M89	F43	1.82293	1	3.09725480501021e-17	4.632528e-08	12976.68	139	105	712.83	nan
M89	G95	2.32442	1	7.66606793886901e-20	1.610606e-10	22803.36	103	50	511.64	76
M89	M13	1.8419	1	8.26743857465211e-17	1.498377e-07	20134.29	263	179	668.89	33
M89	M16	1.47929	1	2.40888250435065e-27	1.064036e-12	22986.85	741	515	688.64	79
M89	M19	2.11033	1	7.68121748959195e-81	1.69542e-24	21143	694	503	690.95	59
M89	M25	2.14561	1	2.24359826012517e-63	9.648189e-11	17943.89	648	484	680.92	32
M89	M70	1.98738	1	8.01421166718356e-37	8.555716e-14	18219.24	348	213	702.68	32
M89	M75	1.39492	1	9.97688654516439e-25	1.441875e-32	19687.9	954	656	753.58	71
M89	M80	1.6869	1	5.51216673352224e-19	3.904686e-37	25838.71	482	376	687.02	153
M89	M81	1.78149	1	3.34133888127567e-62	3.816368e-39	24325.28	1330	1062	748.64	348
M89	M85	1.85319	1	7.14712970941144e-30	3.42133e-111	21134.14	459	363	865.22	32
M89	M99	2.25072	1	2.83536312752097e-17	6.729522e-18	20736.65	176	112	670.74	nan
M90	G47	2.04491	1	6.97139070267926e-16	1.701022e-11	23193.59	81	40	306.77	nan
M91	M16	21.6928	1	0	1.732691e-11	14304.1	221	84	447.81	nan
M91	M70	4.74221	1	1.25613537931137e-67	3.140796e-09	13509.49	75	43	467.89	nan
M91	M95	3.64095	1	6.00359985136866e-27	1.499536e-09	11175.65	40	nan	536.72	nan
M92	M19	3.57661	1	8.63642420984585e-69	1.2742e-08	15829.66	149	66	526.16	nan
M92	M23	1.62125	1	5.37604753724596e-52	7.818932e-11	8020.18	699	286	689.91	nan
M93	M16	2.38551	1	3.40778892375014e-57	5.841381e-32	16340.66	180	81	588.91	nan
M93	M17	5.39833	1	0	4.031113e-55	16957.25	973	442	516.29	32
M93	M19	3.60081	1	3.63395324236948e-172	7.113885e-28	16824.81	341	129	570.75	nan
M93	M70	1.84988	1	5.44975615606313e-25	4.933295e-16	13354.24	194	91	628.56	nan
M93	M79	1.63854	1	9.79791585017245e-59	5.696531e-10	11971.12	586	292	665.01	nan
M93	M95	1.98408	1	4.04738138844709e-14	9.900714e-15	10572.8	88	43	641.97	0
M94	M17	3.95776	1	4.22426127194266e-321	1.79314e-07	17390.79	668	342	566.63	nan
N00	A49	2.61095	1	3.34395374467228e-49	1.861426e-13	19701.13	159	65	526.14	68
N00	B07	5.89905	1	1.18551049776448e-39	3.020586e-10	12473.88	32	nan	763.09	nan
N00	H57	2.39925	1	1.27879979797596e-16	1.696355e-09	12827.07	45	25	673.96	nan
N00	J15	1.40185	1	1.16490008058682e-10	1.293595e-07	23145.8	259	97	464	160
N00	L57	2.91122	1	6.34016290613675e-13	2.892272e-11	24045.81	27	nan	1002.04	nan
N00	M85	2.3513	1	2.74080927090329e-19	1.438152e-10	19815.42	52	26	697.29	nan
N00	N03	72.3049	1	0	1.396108e-24	15780.46	647	241	372.02	115
N00	N05	96.4719	1	0	8.071623e-10	14632.14	430	145	299.01	73
N00	N18	11.5369	1	0	2.66646e-18	21555.62	1292	479	298.4	580
N00	N28	6.3515	1	1.84145701209176e-97	1.018529e-08	20547.39	137	51	432.34	57
N02	A41	1.64755	1	4.93444197911377e-24	7.45589e-21	26971.43	297	56	534.4	221
N02	N18	2.05167	1	1.47332826443266e-40	9.274826e-10	23081.71	183	58	493.08	106
N03	A04	5.13661	1	7.34645375447031e-198	1.00646e-19	19528.22	86	31	637.17	35
N03	A08	4.73719	1	1.28203520235471e-150	4.190314e-08	15509.21	68	30	716.65	nan
N03	A09	4.30127	1	0	7.258606e-23	17366.89	293	118	667.05	88
N03	A41	4.53804	1	0	9.924186e-66	20786.84	537	188	611.62	287
N03	A49	4.39062	1	0	5.303451e-52	19672.29	185	74	646.03	63
N03	B02	6.11466	1	1.28413392599469e-155	1.29979e-09	19265.73	64	26	653.27	nan
N03	B07	18.35	1	0	9.678274e-32	13072.65	77	34	823.91	nan
N03	B25	17.1535	1	0	2.201656e-13	16774.68	65	24	508.52	nan
N03	B37	1.95856	1	9.76733681401666e-23	8.925323e-09	20049.04	54	20	649.98	29
N03	C44	3.76572	1	1.09544209548626e-222	5.64844e-31	22287.36	100	23	851.12	33
N03	D04	10.6195	1	3.92031319111037e-85	3.777915e-09	nan	nan	nan	nan	nan
N03	D10	2.30633	1	3.61821805515704e-15	5.136598e-08	nan	nan	nan	nan	nan
N03	D22	3.98229	1	4.28946293396762e-83	3.587209e-16	16239.67	42	nan	770.21	nan
N03	D62	3.72914	1	2.54850554282162e-102	3.396246e-08	21005.8	64	25	688.42	38
N03	D68	3.29034	1	4.14165415072251e-79	1.765654e-08	17227.78	50	23	727.92	nan
N03	E21	15.0892	1	0	3.32056e-28	18466.91	116	64	693.73	34
N03	E83	4.18873	1	2.30099247054876e-128	1.298927e-12	21222.96	54	20	685.31	22
N03	E86	2.30192	1	7.05519961571871e-165	1.18274e-19	22713.19	276	130	539.2	141
N03	E87	3.33805	1	2.61526386451357e-284	8.351853e-20	20049.92	248	85	576.58	101
N03	G62	2.81018	1	1.06036732752454e-89	5.157273e-08	22019.31	74	nan	840.43	33
N03	H25	1.23453	1	9.47492340242917e-10	3.556264e-10	24079.19	262	101	786.37	105
N03	I21	1.6141	1	1.75399440660678e-55	1.23591e-07	22833.52	246	68	693.48	145
N03	I33	6.01671	1	8.20656612133042e-122	2.281773e-10	21006.53	45	nan	619.87	nan
N03	I35	3.32209	1	1.22821068481199e-274	1.060573e-22	22244.92	153	50	694.33	79
N03	I46	2.4474	1	2.91354601590527e-54	7.806716e-23	22024.44	73	26	673.47	nan
N03	I48	1.72812	1	2.12690134739427e-155	1.547909e-12	23449.06	358	100	622.33	187
N03	I50	1.63804	1	4.35159930389869e-96	9.119291e-09	23529.13	370	126	568.13	243
N03	I51	3.60587	1	1.11251821580281e-85	3.225176e-08	19098.94	49	nan	588.96	23
N03	I63	1.4193	1	1.48501779975854e-18	2.671202e-08	23253.17	126	55	753.25	66
N03	I70	2.59	1	3.22721272134542e-235	1.339415e-19	22066.66	205	53	693.73	130
N03	I72	5.28977	1	1.33549663597237e-104	8.190251e-11	19868.38	37	nan	723.22	nan
N03	I73	1.77187	1	1.12453216706214e-35	2.638708e-12	22164.79	89	23	766.22	39
N03	I77	19.5192	1	0	1.039458e-11	18814.02	62	23	580.66	27
N03	I95	3.69909	1	2.70085507234604e-124	7.376714e-12	21003.46	91	32	713.16	32
N03	J06	3.29575	1	7.64490215878562e-47	5.435518e-08	13677.66	38	nan	744.92	nan
N03	J09	5.8854	1	3.73779190412022e-43	1.362902e-12	15868.7	20	nan	851.35	nan
N03	J10	4.9365	1	1.1288560530195e-37	2.0514e-12	nan	nan	nan	nan	nan
N03	J15	1.88602	1	2.11205763138504e-76	6.120154e-30	21977.31	191	71	608.72	98
N03	J18	2.14986	1	0	1.967433e-25	21264.26	756	277	573.32	371
N03	J81	7.39102	1	0	3.769709e-11	21710.44	137	48	592.54	88
N03	J90	1.87862	1	7.01953609779017e-20	1.605415e-07	23046.79	52	nan	760.87	32
N03	K02	4.18637	1	1.84675474355154e-155	4.523537e-13	15273.05	80	23	646.84	nan
N03	K04	4.68964	1	6.06772626604187e-210	3.567022e-21	17573.94	125	39	688.81	27
N03	K05	8.18202	1	0	6.005393e-24	16981.55	154	43	588.66	27
N03	K06	40.8442	1	0	7.134822e-08	13902.97	63	21	714.57	nan
N03	K08	3.11618	1	7.13822564588782e-65	3.582293e-11	18380.94	52	nan	749.81	nan
N03	K52	2.5706	1	6.20320561672974e-115	1.172023e-17	19389.65	150	67	715.08	61
N03	K57	1.69362	1	1.76729203355235e-41	1.684848e-16	22987.94	140	59	694.19	62
N03	K59	1.35457	1	3.04074105772502e-24	8.638199e-19	19668.78	241	104	721.49	104
N03	K62	1.5861	1	1.17091115779403e-28	4.398077e-17	22000.34	130	43	807.07	62
N03	K63	2.16565	1	8.79128820334095e-24	7.311238e-09	19549.29	35	nan	828	nan
N03	K64	1.69971	1	1.0483564055669e-10	1.896853e-14	19758.89	27	nan	668.33	nan
N03	K65	15.8443	1	0	2.870284e-52	19155.42	330	120	642.03	136
N03	K92	1.6725	1	6.39312112807772e-37	2.993352e-16	22927.41	143	52	663.78	90
N03	L08	1.80346	1	2.37946247956387e-25	9.939288e-08	18065.73	75	30	747.13	nan
N03	L30	2.46085	1	3.48694994983948e-45	3.124296e-08	17324.26	70	25	719.81	nan
N03	L57	10.5123	1	3.3007537667362e-319	1.657405e-47	21415.2	50	nan	912.1	nan
N03	L82	5.98975	1	7.4108601917765e-71	8.809308e-17	19846.32	37	nan	837.86	nan
N03	L97	2.70136	1	2.16449188611378e-87	1.880012e-17	22847.76	70	23	820.39	36
N03	L98	3.92037	1	2.92581510488428e-178	9.881821e-18	18218.59	98	47	782.03	31
N03	M10	6.79716	1	0	2.278475e-16	19569.67	236	59	702.31	55
N03	M81	1.47281	1	4.79859427480659e-21	5.04198e-19	23228.12	118	77	693.7	42
N03	M85	3.43467	1	4.09051587129126e-126	2.726694e-26	19431.62	72	38	836.35	nan
N03	N25	43.6069	1	0	7.218052e-12	18142.59	130	55	561.27	43
N03	N28	11.2277	1	0	1.093975e-11	18774.69	226	99	540.14	60
N04	A41	2.38453	1	7.27522969301333e-157	4.075772e-30	21125.41	389	162	518.62	237
N04	A49	2.63743	1	1.89645813804649e-81	2.527679e-23	19179.62	152	61	595.32	63
N04	B07	9.95502	1	1.09231591716891e-155	2.885461e-16	11424.83	47	nan	863.72	nan
N04	D22	2.22762	1	2.35424977596079e-16	4.175458e-09	12370.19	32	nan	673.34	nan
N04	E21	3.29807	1	5.36271144972562e-31	1.638852e-07	18653.87	30	nan	768.53	nan
N04	E83	2.71428	1	5.13285777212794e-30	3.916108e-09	21633.14	58	28	729.95	29
N04	E86	1.74985	1	1.2211575088531e-51	4.758344e-08	23106.23	259	127	527.73	151
N04	E87	3.53962	1	1.07214720096022e-217	1.26153e-14	20896.13	279	107	494.55	133
N04	J09	6.80728	1	2.19767634933128e-63	5.239599e-09	14623.15	20	nan	679.6	nan
N04	J15	1.41355	1	4.49188843893106e-15	4.758919e-10	22002.86	196	73	587.32	111
N04	J18	1.59441	1	3.47217169487e-93	3.506323e-08	21188.57	561	201	563.89	294
N04	J81	4.89469	1	4.35120246904702e-99	1.271601e-08	23155.55	96	31	503.55	60
N04	K02	2.50741	1	1.48046615756263e-36	7.532215e-08	16080.38	65	nan	477.15	22
N04	K04	3.21746	1	3.93523968387471e-50	4.615451e-08	18096	64	20	584.59	nan
N04	K05	4.48876	1	4.02291767599128e-100	2.16581e-09	16496.22	85	22	669.42	26
N04	K65	7.989	1	0	2.042051e-18	18027.83	153	56	631.33	71
N04	L90	2.84591	1	1.76130427400537e-44	2.303126e-08	8403.84	38	nan	658.71	nan
N04	M10	4.86297	1	3.29376028287628e-191	1.066189e-07	21779.03	147	34	649.29	43
N04	M85	3.30441	1	1.50391129477552e-77	2.380933e-15	19208.67	67	31	848.75	nan
N04	N03	98.1783	1	0	4.209729e-37	17544.7	819	320	355.79	143
N04	N05	101.327	1	0	1.889382e-15	16739.1	475	210	346.57	82
N04	N18	14.3292	1	0	8.693793e-43	20359.57	1253	471	373.1	491
N04	N19	12.8127	1	0	8.575822e-19	20474.96	594	234	491.99	305
N04	N28	8.28144	1	1.26215062376803e-223	1.743865e-08	20568.54	172	69	420.26	67
N05	A41	3.49623	1	9.64789870794898e-194	7.403034e-10	21520.88	267	111	504.56	149
N05	A49	3.4853	1	3.69466571503196e-74	1.678772e-14	20700.8	111	36	578.83	49
N05	L57	5.97019	1	1.517689220174e-42	2.73857e-11	nan	nan	nan	nan	nan
N05	M85	2.03496	1	3.5582384859663e-11	9.678045e-09	18012.17	41	21	736.39	nan
N06	A41	1.90944	1	3.45178046386958e-24	1.186097e-24	22369.07	163	82	695.08	93
N06	E87	1.81668	1	1.06595672256606e-12	1.27177e-10	22291.9	105	44	734.32	55
N06	N03	53.1342	1	0	1.579169e-13	16192.97	250	96	518.78	32
N06	N18	7.56764	1	0	3.762518e-36	20324.52	459	168	557.34	133
N06	N19	6.42937	1	2.1410232534985e-150	2.827114e-14	20579.15	165	69	635.15	87
N08	I46	4.07476	1	1.22854168335092e-54	6.280203e-08	23091.77	98	37	575.04	nan
N10	A04	1.63712	1	1.42219493714039e-37	1.678852e-07	23410.15	462	276	409.37	234
N10	A49	1.57759	1	1.00290481402743e-69	2.233956e-16	20743.76	1108	646	465.54	388
N10	B34	1.52477	1	5.77122480623863e-146	1.027408e-21	2511.96	2132	1385	397.94	61
N10	E86	1.24071	1	3.62301189314897e-42	1.303524e-08	22602.31	2696	1619	439.12	1479
N10	E87	1.19557	1	1.27023804341074e-13	5.510493e-08	23881.53	1193	753	484.42	583
N10	J03	1.4248	1	3.53330243606995e-65	8.115135e-27	3959.91	1264	927	588.82	23
N10	J06	1.20968	1	5.61205609895513e-16	1.81555e-62	2799.45	1085	692	445.03	34
N10	K59	1.19751	1	1.90635275152102e-40	2.730614e-25	15465.03	2759	1891	559.12	814
N10	L89	1.58341	1	5.25241711182596e-26	1.074917e-09	24404.53	379	180	622	256
N10	N11	23.1147	1	0	4.520579e-78	12039.32	1268	945	356.74	162
N10	N28	4.03511	1	1.66952860965737e-287	1.468214e-07	18566.1	567	331	461.37	151
N10	N39	3.89456	1	4.94065645841247e-324	7.732672e-21	15158.12	6604	4529	367.4	1489
N10	O23	1.67636	1	3.54737771867935e-56	5.78378e-08	9299.14	573	573	582.18	nan
N13	A04	1.33982	1	5.31772634978699e-32	9.263942e-18	25567.49	453	204	498.75	299
N13	A49	1.31018	1	7.67119130881985e-63	5.350621e-19	24520.18	1196	552	437.48	771
N13	C65	5.17546	1	0	7.742727e-11	25579.02	321	134	306.57	248
N13	C66	11.5432	1	0	7.516522e-14	25819.44	338	124	183.71	232
N13	C79	2.68153	1	0	2.246668e-21	25154.92	2001	697	322.78	1865
N13	D63	3.19587	1	0	1.172544e-48	25587.5	1942	750	336.11	1763
N13	E86	1.31739	1	9.98936139503138e-179	1.344563e-35	26600.01	3106	1448	418.86	2407
N13	E87	1.28332	1	2.83770492098709e-80	7.882984e-08	25582.79	1662	803	421.13	1152
N13	F41	1.53937	1	4.96980891461063e-105	2.055239e-81	23565.31	733	405	382.16	628
N13	G47	1.38116	1	2.61329384248129e-103	1.82364e-78	22708.01	1038	465	511.79	762
N13	G95	2.14095	1	1.22213557182474e-167	3.404186e-12	24381.94	474	122	451.11	415
N13	K59	1.50377	1	4.94065645841247e-324	1.15767e-21	23632.41	3342	1625	440.25	2290
N13	L89	1.27336	1	2.21243167313918e-20	5.787573e-08	26075.62	384	157	536.83	308
N13	N11	18.1089	1	0	3.610958e-17	18448.49	704	440	353.06	234
N13	N18	3.56296	1	4.94065645841247e-324	2.392935e-51	25542.31	3488	1116	389.21	2052
N13	N26	16.3418	1	0	1.815217e-13	20372.02	354	202	331.73	86
N13	N28	4.15518	1	0	1.370722e-12	22340.14	952	407	385.2	396
N14	A41	3.71382	1	5.95944575102867e-200	3.842005e-08	24103.15	291	130	495.99	220
N14	A49	2.91774	1	1.18754028912549e-31	2.899712e-11	22027.31	55	22	717.22	35
N18	A04	3.46223	1	4.94065645841247e-324	7.57697e-32	26694	1832	767	497.37	1289
N18	A49	3.89583	1	4.94065645841247e-324	4.320216e-96	25814.04	3694	1311	577.61	2253
N18	B07	14.905	1	0	5.249315e-31	15144.97	286	100	845.92	31
N18	B25	10.4258	1	0	8.949424e-20	17189.59	251	95	721.5	66
N18	B59	6.1539	1	0	5.064823e-10	21066.78	115	37	531.81	52
N18	B95	4.74482	1	0	8.636493e-08	23967.11	251	95	612.37	151
N18	I46	2.84418	1	4.94065645841247e-324	3.420984e-82	26030.58	2049	655	540.02	1877
N18	I77	13.6668	1	0	7.595481e-16	22680.24	407	148	613	187
N18	J06	2.21081	1	3.41336938248907e-286	1.490479e-09	21135.17	303	114	744.94	102
N18	J09	3.61511	1	0	3.071025e-30	23472.94	238	78	669.12	86
N18	J10	3.65885	1	0	3.766189e-17	23815.11	209	76	779.14	51
N18	K65	10.0548	1	0	5.055042e-119	22165.44	2609	986	563.14	1530
N18	L57	3.42148	1	4.94065645841247e-324	2.527598e-27	25002.14	498	142	823.42	169
N18	L82	3.42593	1	0	8.61836e-12	24117.78	269	94	769.09	95
N18	L89	2.71198	1	4.94065645841247e-324	5.546942e-13	26476.94	1383	559	552.94	1076
N18	N08	21.6607	1	0	2.028386e-08	22249.47	882	341	480.59	484
N18	N25	31.2113	1	0	2.605487e-47	22742.05	1399	591	497.99	709
N18	N28	9.10964	1	0	2.08131e-24	25703.93	4027	1422	566.32	2207
N19	A04	2.98991	1	0	3.435722e-14	26043.03	1024	406	466.36	730
N19	A49	3.12706	1	0	8.673703e-42	25074.54	2000	748	507.98	1281
N19	B07	8.23436	1	3.30377904056788e-298	1.420262e-24	15488.88	160	65	840.57	22
N19	B25	9.38503	1	6.87344126494342e-320	8.032117e-11	17677	173	71	641.33	55
N19	I46	2.62111	1	0	6.15618e-29	24895.2	1193	378	457.17	1081
N19	J06	2.08375	1	1.83893013872582e-44	9.748707e-11	21125.02	143	61	692.4	63
N19	J09	2.9224	1	6.72366637438124e-56	2.884642e-17	21936.43	116	46	639.2	42
N19	J10	2.6462	1	5.19186290925098e-45	2.848057e-08	22970.68	118	36	634.86	40
N19	K65	9.58416	1	0	7.025317e-14	22116.81	1912	751	458.04	1192
N19	L57	2.03438	1	1.03932735640207e-76	2.840741e-28	24445.06	234	66	755.38	88
N19	L82	1.96875	1	8.64654049448554e-29	1.032629e-10	23666.7	118	38	687.78	49
N19	N25	18.7863	1	0	2.98898e-19	21537.58	632	280	597.55	339
N19	N28	8.12524	1	0	3.306776e-14	25328.16	1862	652	517.78	1126
N20	A41	1.55793	1	4.94065645841247e-324	4.633144e-163	23560.54	4186	1847	415.57	1462
N20	C65	1.41955	1	1.56420036888643e-12	2.393403e-27	24571.35	178	61	366.53	108
N20	D30	1.14862	1	1.58769474027583e-14	4.735429e-08	23611.2	868	225	331.06	192
N20	D35	1.61032	1	5.3737338680532e-74	4.459216e-48	20523.26	449	215	452.35	31
N20	E21	4.76532	1	0	1.624172e-108	20090.42	1030	613	481.61	92
N20	E74	11.2453	1	0	2.473128e-12	14381	57	25	401.95	nan
N20	E79	18.0523	1	0	6.691497e-22	19653.26	138	35	424.42	nan
N20	E83	1.19645	1	5.62581488350143e-16	5.035762e-49	21011.43	428	218	582.17	108
N20	N11	5.60661	1	0	2.612699e-10	20585.27	393	263	413.75	93
N20	N19	1.11547	1	5.03694442497979e-12	8.971855e-89	24419.2	983	321	538.79	518
N20	N23	19.1934	1	0	4.527e-08	16112.79	563	253	277.47	29
N20	N25	1.86848	1	1.93625984251224e-45	1.526429e-12	20977.16	91	46	592.95	31
N20	N26	4.96996	1	6.75811394779093e-286	1.12885e-10	21168.21	189	118	371.77	48
N20	N28	2.46383	1	0	1.778471e-40	20786.91	1101	423	363.16	222
N20	N30	2.18702	1	4.94065645841247e-324	2.246048e-22	20410.03	7738	4490	441.32	1597
N20	N39	1.53597	1	4.94065645841247e-324	1.836548e-105	21609.34	4540	2443	520.5	1178
N20	N99	1.58102	1	3.1803167258331e-68	1.525338e-09	21577.79	413	132	513.61	94
N20	Q61	3.73009	1	0	7.520901e-27	20184.49	916	350	281.9	72
N21	A41	1.66541	1	2.36418715657568e-136	5.750761e-29	26332.52	1037	152	536.85	554
N25	A49	3.51223	1	2.94354096488739e-112	2.154488e-13	21116.81	137	58	763.08	67
N25	I46	3.21896	1	7.26181517493992e-50	3.749598e-15	23104.76	68	30	791.31	nan
N25	L57	3.38723	1	2.39560268022264e-21	1.883579e-09	21482.91	34	nan	883.44	nan
N28	I46	1.93718	1	3.18949058935169e-47	2.985326e-10	26019.03	339	88	446.68	296
N30	A04	1.54827	1	6.4214855952974e-295	5.360223e-62	27417.7	3952	2576	447.35	2577
N30	A41	1.92961	1	9.88131291682493e-324	1.327607e-109	27061.81	25299	12496	421.26	16355
N30	A49	1.32399	1	5.51900042721453e-218	9.249343e-142	26508.09	7040	4012	509.19	3998
N30	A54	1.53499	1	7.24645626507668e-10	4.110514e-18	10610.29	160	107	455.66	nan
N30	B95	1.40533	1	1.8156934803228e-22	3.232746e-13	23557.22	447	242	483	228
N30	E41	1.4608	1	1.3359341801046e-38	8.520731e-37	28293.79	738	464	444.76	535
N30	E46	1.48177	1	1.75918305214599e-23	9.924995e-08	27881.32	386	245	401.65	257
N30	E64	1.34222	1	3.36584821194823e-58	2.201097e-10	27182.4	1821	1199	459.22	1312
N30	E73	1.42282	1	1.8647751085426e-16	1.890715e-08	13908.65	292	253	676.47	37
N30	E83	1.29151	1	1.72762228132706e-58	4.341377e-15	26605.32	2097	1524	482.08	1285
N30	F00	1.61004	1	4.94065645841247e-324	3.659574e-28	30109.49	4267	3046	461.53	2969
N30	F01	1.88346	1	4.94065645841247e-324	3.928908e-09	29655.23	2821	1834	444.92	2094
N30	F17	1.16816	1	7.26998001319946e-33	3.043683e-11	19904.14	2892	1979	579.21	912
N30	G30	1.48296	1	1.01541375171833e-166	1.650467e-37	29869.26	2429	1643	501.8	1640
N30	G96	1.20666	1	1.68170511018845e-38	8.860649e-19	25101.78	2833	1817	543.15	1159
N30	J06	1.16967	1	4.68525382410344e-16	5.552665e-28	13330.49	1579	1224	619.46	248
N30	J09	1.27876	1	1.72016220110198e-12	8.19474e-47	24363.18	437	265	601.25	116
N30	J15	1.21538	1	5.30341198567238e-243	1.489651e-128	27864	14748	8490	525.43	10578
N30	J22	1.44102	1	2.99180100145838e-120	1.72455e-16	28054.22	2065	1238	529.89	1470
N30	J69	1.73844	1	1.02938005534176e-270	4.647652e-212	27488.91	2352	1083	556.68	1898
N30	K72	1.24165	1	3.86337912614585e-21	5.77785e-08	22755.56	959	580	480.43	724
N30	L89	2.09548	1	4.94065645841247e-324	2.501465e-113	27607.31	4984	3075	499.83	3787
N30	N17	1.33078	1	5.28824188706397e-122	3.662065e-12	26970.82	3902	1993	462.77	2748
N30	N18	1.36424	1	4.94065645841247e-324	1.556212e-38	27591.38	8746	4444	524.88	5790
N30	N28	1.57143	1	2.65740740534211e-178	8.114788e-16	25449.07	2182	1128	502.34	1111
N30	N93	1.16485	1	6.27449233574366e-10	3.894422e-09	15731.6	995	995	665.99	202
N30	O23	1.9586	1	1.77376977841695e-318	5.179444e-32	9629.62	2226	2226	570.1	51
N31	A41	2.4199	1	0	1.242213e-115	23241.44	1208	346	726.5	635
